Wikidata ID,WD CY,WD EN,WLC CY,WLC EN,Authority / Area,Settlement type
Q15203944,Botany Bay,"Botany Bay, Monmouthshire",Botany Bay,Botany Bay,,hamlet
Q3398878,Botwnnog,Botwnnog,Botwnnog,Botwnnog,Gwynedd,village
Q4949727,Boulston,Boulston,Boulston,Boulston,Pembrokeshire,village
Q107032252,Bourneville,Bourneville,Bourneville,Bourneville,Blaenau Gwent County Borough,human settlement
Q3401604,Bow Street,Bow Street,Bow Street,Bow Street,Ceredigion,village
Q107032254,Bowling Bank,Bowling Bank,Bowling Bank,Bowling Bank,Wrexham County Borough,hamlet
Q107032256,Box,Box,Box,Box,Carmarthenshire,suburb
Q4952685,Boys Village,Boys Village,Boys Village,Boys Village,Vale of Glamorgan,village
Q4954848,Bradle,Bradley,Bradle,Bradley,Wrexham County Borough,village
Q4953718,Bragle,Brackla,Bracla,Brackla,Bridgend County Borough,community
Q107032257,Braichmelyn,Braichmelyn,Braichmelyn,Braichmelyn,Gwynedd,suburb
Q107032258,Braichtalog,Braichtalog,Braichtalog,Braichtalog,Gwynedd,hamlet
Q107032260,Braichycymer,Braichycymer,Braichycymer,Braichycymer,Bridgend County Borough,human settlement
Q4959999,Brechfa,Brechfa,Brechfa,Brechfa,Carmarthenshire,village
Q16214332,Brest Bochrwyd,Boughrood Brest,,,Glasbury,village
Q4962471,Bretton,Bretton,Bretton,Bretton,Flintshire,village
Q4958467,Breudeth,Brawdy,Breudeth,Brawdy,Pembrokeshire,village
Q4966131,Bridell,Bridell,Bridell,Bridell,Pembrokeshire,hamlet
Q20583953,Brimaston,Brimaston,,,Hayscastle,hamlet
Q107032261,Britannia,Britannia,Britannia,Britannia,Caerphilly County Borough,human settlement
Q10970286,Brithdir,Brithdir,Brithdir,Brithdir,Caerphilly County Borough,village
Q15987466,Brithdir,Brithdir,,,Ceredigion,village
Q16214331,Brithdir,Brithdir,,,Powys,village
Q16542733,Brithdir a Llanfachreth,Brithdir and Llanfachreth,,,Gwynedd,community
Q15056704,"Brithdir, Gwynedd",Brithdir,Brithdir,Brithdir,Gwynedd,village
Q107032263,British,British,British,British,Torfaen,hamlet
Q13126253,Bro Garmon,Bro Garmon,,,Conwy County Borough,community
Q13126251,Bro Machno,Bro Machno,,,Conwy County Borough,community
Q20584195,Broad Heath,Broad Heath,,,Presteigne,hamlet
Q4122000,Broadfield,Broadfield,,,Pembrokeshire,village
Q107032266,Broadlay,Broadlay,Broadlay,Broadlay,Carmarthenshire,hamlet
Q65297016,Broadmoor,Broadmoor,Broadmoor,Broadmoor,Pembrokeshire,village
Q107032272,Broadoak,Broadoak,Broadoak,Broadoak,Wrexham County Borough,hamlet
Q107032273,Broadstone,Broadstone,Broadstone,Broadstone,Monmouthshire,village
Q107032275,Broadstreet Common,Broadstreet Common,Broadstreet Common,Broadstreet Common,City of Newport,village
Q13126255,Broadway,Broadway,Broadway,Broadway,Carmarthenshire,hamlet
Q20584214,Broadway,Broadway,Broadway,Broadway,Pembrokeshire,hamlet
Q107032278,Broadway,Broadway,Broadway,Broadway,Carmarthenshire,village
Q15987465,Broginin,Broginin,,,Ceredigion,village
Q107032281,Brombil,Brombil,Brombil,Brombil,Neath Port Talbot County Borough,hamlet
Q20584275,Bron-y-Buckley,Bron-y-Buckley,,,Powys,village
Q107032283,Bron-y-môr,Bron-y-môr,Bron-y-môr,Bron-y-môr,Gwynedd,territory
Q15205023,Bronaber,Bronaber,Bronaber,Bronaber,Gwynedd,hamlet
Q4973810,Bronant,Bronant,Bronant,Bronant,Ceredigion,hamlet
Q20584303,Broneiron,Broneiron,,,Powys,village
Q16007334,Brongest,Brongest,Brongest,Brongest,Ceredigion,village
Q15987464,Brongwyn,Brongwyn,Bron-gwyn,Bron-gwyn,Ceredigion,village
Q13126266,Bronington,Bronington,Bronington,Bronington,Wrexham County Borough,village
Q3309494,Bronllys,Bronllys,Bronllys,Bronllys,Powys,village
Q20584327,Bronnydd,Bronydd,Bronnydd,Bronnydd,Powys,hamlet
Q4974132,Bronwydd,Bronwydd,Bronwydd,Bronwydd,Carmarthenshire,village
Q16007331,"Bronwydd, Ceredigion",Bronwydd,Bronwydd,Bronwydd,Ceredigion,human settlement
Q107032282,Bronwylfa,Bronwylfa,Bronwylfa,Bronwylfa,Wrexham County Borough,territory
Q107032284,Brook,Brook,Brook,Brook,Carmarthenshire,hamlet
Q65297019,Broom,Broom,,,Kilgetty/Begelly,hamlet
Q20584366,Brunant,Brunant,,,Powys,village
Q20584415,Brwcs,Brooks,,,Bettws,village
Q16066006,Brwcws,Brookhouse,,,Denbigh,village
Q4975798,Brychdwn,Broughton,Brychdwn,Broughton,Vale of Glamorgan,village
Q990946,Brychdyn,Broughton,Brychdyn,Broughton,Broughton and Bretton,town
Q4975804,Brychdyn,Broughton,,,Wrexham County Borough,community
Q20571712,Brychdyn a Bretton,Broughton and Bretton,,,Flintshire,community
Q7005760,Brychdyn Newydd,New Broughton,New Broughton,New Broughton,Broughton,village
Q107032285,Brymbo,Brymbo,Brymbo,Brymbo,Conwy County Borough,hamlet
Q4980803,Brymbo,Brymbo,Brymbo,Brymbo,Wrexham County Borough,village
Q91006944,Bryn,The Bryn,Bryn,Bryn,Monmouthshire,village
Q107032286,Bryn,Bryn,Bryn,Bryn,Caerphilly County Borough,suburb
Q16103600,Bryn Celyn,Bryn Celyn,,,Anglesey,village
Q4980850,Bryn Du,Bryn Du,Bryn-du,Bryn-du,Anglesey,village
Q7796424,Bryn Eithin,Thornhill,,,Torfaen,village
Q20584974,Bryn Elen,Bryn Elen,,,Powys,village
Q16246097,Bryn Hafod,Bryn Hafod,,,Anglesey,village
Q17485324,Bryn Iwan,Bryn Iwan,,,Cynwyl Elfed,hamlet
Q20585033,Bryn Mawr,Bryn Mawr,Bryn-mawr,Bryn-mawr,Llandysilio,hamlet
Q15205289,Bryn Offa,Bryn Offa,Bryn Offa,Bryn Offa,Wrexham County Borough,housing estate
Q107032287,Bryn Pen-y-lan,Bryn Pen-y-lan,Bryn Pen-y-lan,Bryn Pen-y-lan,Wrexham County Borough,human settlement
Q13126330,Bryn Saith Marchog,Bryn Saith Marchog,Brynsaithmarchog,Brynsaithmarchog,Denbighshire,hamlet
Q20585048,Bryn Tanat,Bryn Tanat,,,Carreghofa,village
Q107032294,Bryn-cae,Bryn-cae,Bryn-cae,Bryn-cae,Rhondda Cynon Taf,village
Q107033193,Bryn-coch,Bryn-coch,Bryn-coch,Bryn-coch,Bridgend County Borough,suburb
Q3402457,Bryn-crug,Bryncrug,Bryn-crug,Bryn-crug,Gwynedd,village
Q107033196,Bryn-du,Bryn-du,Bryn-du,Bryn-du,Carmarthenshire,human settlement
Q16985554,Bryn-glas,Brynglas,Bryn-glas,Bryn-glas,City of Newport,suburb
Q20585094,Bryn-henllan,Brynhenllan,Brynhenllan,Brynhenllan,Pembrokeshire,suburb
Q107033210,Bryn-llwyd,Bryn-llwyd,Bryn-llwyd,Bryn-llwyd,Gwynedd,suburb
Q107033205,Bryn-llwyd,Bryn-llwyd,Bryn-llwyd,Bryn-llwyd,Gwynedd,suburb
Q107033206,Bryn-llwyd,Bryn-llwyd,Bryn-llwyd,Bryn-llwyd,Gwynedd,suburb
Q107033207,Bryn-mawr,Bryn-mawr,Bryn-mawr,Bryn-mawr,Gwynedd,territory
Q16246101,Bryn-minceg,Bryn-minceg,,,Anglesey,village
Q16278101,Bryn-newydd,Bryn-newydd,Bryn-newydd,Bryn-newydd,Llangollen,hamlet
Q20585139,Bryn-penarth,Bryn-penarth,,,Powys,village
Q107033211,Bryn-teg,Bryn-teg,Bryn-teg,Bryn-teg,Ceredigion,human settlement
Q107033214,Bryn-y-bâl,Bryn-y-bâl,Bryn-y-bâl,Bryn-y-bâl,Flintshire,human settlement
Q20585187,Bryn-y-Groes,Bryn-y-Groes,,,Powys,village
Q20585195,Bryn-y-maen,Bryn-y-maen,Bryn-y-maen,Bryn-y-maen,Conwy County Borough,hamlet
Q20585221,Bryn-yr-ogof,Bryn-yr-ogof,,,Denbighshire,hamlet
Q4980820,"Bryn, Castell-nedd Port Talbot",Bryn,Bryn,Bryn,Neath Port Talbot County Borough,village
Q4980821,"Bryn, Llanelli",Bryn,,,Carmarthenshire,village
Q15987292,Brynafan,Brynafan,Brynafan,Brynafan,Ceredigion,hamlet
Q2733944,Brynaman,Brynamman,Brynaman,Brynaman,Carmarthenshire,village
Q6693348,Brynaman Isaf,Lower Brynamman,Brynaman Isaf,Lower Brynaman,Neath Port Talbot County Borough,village
Q107032290,Brynaman Uchaf,Brynaman Uchaf,Brynaman Uchaf,Brynaman Uchaf,Carmarthenshire,suburb
Q107032292,Brynawel,Brynawel,Brynawel,Brynawel,Caerphilly County Borough,village
Q20585238,Brynberian,Brynberian,Brynberian,Brynberian,Pembrokeshire,hamlet
Q13126332,Brynbryddan,Brynbryddan,Brynbryddan,Brynbryddan,Neath Port Talbot County Borough,village
Q573757,Brynbuga,Usk,Brynbuga,Usk,Monmouthshire,town
Q107032293,Brynbwbach,Brynbwbach,Brynbwbach,Brynbwbach,Gwynedd,hamlet
Q107033192,Bryncelyn,Bryncelyn,Bryncelyn,Bryncelyn,Flintshire,suburb
Q4980933,Bryncethin,Bryncethin,Bryncethin,Bryncethin,Bridgend County Borough,village
Q11051258,Bryncir,Bryncir,Bryncir,Bryncir,Gwynedd,hamlet
Q13126340,Bryncoch,Bryncoch,Bryn-coch,Bryn-coch,Neath Port Talbot County Borough,village
Q107033194,Bryncoedifor,Bryncoedifor,Bryncoedifor,Bryncoedifor,Gwynedd,hamlet
Q3398974,Bryncroes,Bryncroes,Bryncroes,Bryncroes,Gwynedd,village
Q20585253,Bryncyn Felen,Bryncyn Felen,,,Powys,village
Q107033195,Bryncynfelyn,Bryncynfelyn,Bryncynfelyn,Bryncynfelyn,Powys,territory
Q20585264,Brynderwen,Brynderwen,,,Powys,village
Q15987463,Bryndioddef-isaf,Bryndioddef-isaf,,,Ceredigion,village
Q12834837,Bryneglwys,Bryneglwys,Bryneglwys,Bryneglwys,Denbighshire,community
Q107033199,Bryneglwys,Bryneglwys,Bryneglwys,Bryneglwys,Gwynedd,village
Q4980958,Brynffordd,Brynford,Brynffordd,Brynford,Flintshire,village
Q15987630,Bryngolau,Bryngolau,,,Ceredigion,village
Q107033200,Bryngwenin,Bryngwenin,Bryngwenin,Bryngwenin,Monmouthshire,village
Q3401558,Bryngwran,Bryngwran,Bryngwran,Bryngwran,Isle of Anglesey,village
Q11129506,Bryngwyn,Bryngwyn,Bryngwyn,Bryngwyn,Monmouthshire,hamlet
Q20584787,Bryngwyn,Bryngwyn,,,Painscastle,village
Q15987293,"Bryngwyn, Ceredigion",Bryngwyn,Bryn-gwyn,Bryn-gwyn,Ceredigion,village
Q107033202,Brynheulog,Brynheulog,Brynheulog,Brynheulog,Bridgend County Borough,suburb
Q107033201,Brynheulog,Brynheulog,Brynheulog,Brynheulog,Bridgend County Borough,suburb
Q15987291,Brynhoffnant,Brynhoffnant,Brynhoffnant,Brynhoffnant,Ceredigion,village
Q107033203,Brynhovah,Brynhovah,Brynhovah,Brynhovah,Wrexham County Borough,hamlet
Q7637597,Brynhyfryd,"Summerhill, Wrexham",Brynhyfryd,Summerhill,Wrexham County Borough,village
Q4980972,"Brynhyfryd, Abertawe",Brynhyfryd,Brynhyfryd,Brynhyfryd,City and County of Swansea,village
Q107033204,Bryniau,Bryniau,Bryniau,Bryniau,Merthyr Tydfil County Borough,territory
Q16066005,"Bryniau, Sir Ddinbych",Bryniau,Bryniau,Bryniau,Denbighshire,neighborhood
Q20585289,Brynich,Brynich,,,Powys,village
Q70567936,Brynithel,Brynithel,Brynithel,Brynithel,Blaenau Gwent County Borough,village
Q20585298,Brynllywarch,Brynllywarch,,,Powys,village
Q1980175,Brynmawr,Brynmawr,Bryn-mawr,Bryn-mawr,Blaenau Gwent County Borough,market town
Q4981015,Brynmenyn,Brynmenyn,Brynmenyn,Brynmenyn,Bridgend County Borough,village
Q4981018,Brynmill,Brynmill,Brynmill,Brynmill,,suburb
Q107033208,Brynmyrddin,Brynmyrddin,Brynmyrddin,Brynmyrddin,Carmarthenshire,human settlement
Q4981027,Brynna,Brynna,Brynna,Brynna,Rhondda Cynon Taf,village
Q107033209,Brynnaugwynion,Brynnaugwynion,Brynnaugwynion,Brynnaugwynion,Rhondda Cynon Taf,village
Q16007330,Brynog,Brynog,,,Ceredigion,hamlet
Q4981035,Brynrefail,Brynrefail,Brynrefail,Brynrefail,Gwynedd,village
Q3398802,Brynrefail,Brynrefail,,,Anglesey,village
Q4981036,Brynsadler,Brynsadler,Brynsadler,Brynsadler,Rhondda Cynon Taf,village
Q16103637,Brynsiencyn,Brynsiencyn,Brynsiencyn,Brynsiencyn,Anglesey,village
Q16963321,Brynteg,Brynteg,Bryn-teg,Bryn-teg,Wrexham County Borough,village
Q4981044,Brynteg,"Brynteg, Anglesey",Bryn-teg,Bryn-teg,Anglesey,village
Q107033212,Brynteifi,Brynteifi,Brynteifi,Brynteifi,Carmarthenshire,territory
Q107033213,Bryntelych,Bryntelych,Bryntelych,Bryntelych,City and County of Swansea,territory
Q61070457,Bryntirion,Bryntirion,Bryntirion,Bryntirion,Bridgend County Borough,suburb
Q107033215,Brynyreos,Brynyreos,Brynyreos,Brynyreos,Wrexham County Borough,hamlet
Q4982108,Buan,Buan,,,Gwynedd,community
Q4983136,Buckholt,Buckholt,Buckholt,Buckholt,Monmouthshire,hamlet
Q4880610,Bugeildy,Beguildy,Bugeildy,Beguildy,Powys,community
Q108875180,Builth Road,Builth Road,,,Llanelwedd,human settlement
Q107033216,Bullyhole Bottom,Bullyhole Bottom,Bullyhole Bottom,Bullyhole Bottom,Monmouthshire,human settlement
Q4997186,Bulwark,"Bulwark, Chepstow",Bulwark,Bulwark,,suburb
Q107033218,Burdonshill,Burdonshill,Burdonshill,Burdonshill,Vale of Glamorgan,human settlement
Q107033221,Burdonshill,Burdonshill,Burdonshill,Burdonshill,Vale of Glamorgan,human settlement
Q4998521,Burgedin,Burgedin,,,Powys,village
Q20585482,Burlingjobb,Burlingjobb,Burlingjobb,Burlingjobb,Powys,hamlet
Q107033220,Burntwood Pentre,Burntwood Pentre,Burntwood Pentre,Burntwood Pentre,Flintshire,village
Q107033219,Burry,Burry,Burry,Burry,City and County of Swansea,hamlet
Q15056713,Burry Green,Burry Green,Burry Green,Burry Green,Swansea,hamlet
Q5000785,Burton,Burton,Burton,Burton,Wrexham County Borough,village
Q5000782,Burton,Burton,Burton,Burton,Pembrokeshire,village
Q20585492,Burton Ferry,Burton Ferry,Burton Ferry,Burton Ferry,Pembrokeshire,village
Q5001051,Burwen,Burwen,Burwen,Burwen,Anglesey,hamlet
Q2019227,Bwcle,Buckley,Bwcle,Buckley,Flintshire,town
Q13126432,Bwlch-llan,Bwlch-llan,Bwlch-llan,Bwlch-llan,Ceredigion,hamlet
Q20585556,Bwlch-y-cibau,Bwlch-y-cibau,Bwlchycibau,Bwlchycibau,Powys,village
Q20585564,Bwlch-y-ddâr,Bwlch-y-ddâr,Bwlch-y-ddâr,Bwlch-y-ddâr,Powys,hamlet
Q20585573,Bwlch-y-ffridd,Bwlch-y-ffridd,Bwlch-y-ffridd,Bwlch-y-ffridd,Powys,hamlet
Q107033223,Bwlch-y-groes,Bwlch-y-groes,Bwlch-y-groes,Bwlch-y-groes,Ceredigion,hamlet
Q107033226,Bwlch-y-llyn,Bwlch-y-llyn,Bwlch-y-llyn,Bwlch-y-llyn,Gwynedd,human settlement
Q20585603,Bwlch-y-sarnau,Bwlch-y-sarnau,Bwlchysarnau,Bwlchysarnau,Powys,hamlet
Q5003693,"Bwlch, Powys",Bwlch,Bwlch,Bwlch,Powys,village
Q107033222,Bwlchderwin,Bwlchderwin,Bwlchderwin,Bwlchderwin,Gwynedd,hamlet
Q5003698,Bwlchgwyn,Bwlchgwyn,Bwlch-gwyn,Bwlch-gwyn,Wrexham County Borough,village
Q13126426,Bwlchnewydd,Bwlchnewydd,Bwlchnewydd,Bwlchnewydd,Carmarthenshire,hamlet
Q13126430,Bwlchtocyn,Bwlchtocyn,Bwlchtocyn,Bwlchtocyn,Gwynedd,village
Q15987462,Bwlchyfadfa,Bwlchyfadfa,Bwlchyfadfa,Bwlchyfadfa,Ceredigion,village
Q19859120,Bwlchygroes,Bwlchygroes,Bwlch-y-groes,Bwlch-y-groes,Clydau,hamlet
Q107033227,Bwlchymynydd,Bwlchymynydd,Bwlchymynydd,Bwlchymynydd,City and County of Swansea,human settlement
Q5003701,Bwrdd Arthur,Bwrdd Arthur,Bwrdd Arthur,Bwrdd Arthur,Llanddona,hillfort
Q107033232,Byeastwood,Byeastwood,Byeastwood,Byeastwood,Bridgend County Borough,suburb
Q107033231,Byeastwood,Byeastwood,Byeastwood,Byeastwood,Bridgend County Borough,suburb
Q107033230,Byeastwood,Byeastwood,Byeastwood,Byeastwood,Bridgend County Borough,suburb
Q13126438,Bylchau,Bylchau,Bylchau,Bylchau,Conwy County Borough,hamlet
Q5004154,Bynea,Bynea,,,Carmarthenshire,village
Q5016388,Cader,Cader,,,Denbighshire,human settlement
Q13126454,Cadfarch,Cadfarch,,,Powys,community
Q13126458,Cadle,Cadle,Cadle,Cadle,Swansea,hamlet
Q107032298,Cadney Bank,Cadney Bank,Cadney Bank,Cadney Bank,Wrexham County Borough,human settlement
Q5016565,Cadole,Cadole,Cadole,Cadole,Flintshire,village
Q16066980,Cadwst,Cadwst,,,Denbighshire,human settlement
Q20586167,Cae Liber,Cae Liber,,,Powys,village
Q107032301,Cae-clyd,Cae-clyd,Cae-clyd,Cae-clyd,Gwynedd,suburb
Q107032302,Cae-draw,Cae-draw,Cae-draw,Cae-draw,Merthyr Tydfil County Borough,suburb
Q107032306,Cae-mawr,Cae-mawr,Cae-mawr,Cae-mawr,City and County of Swansea,suburb
Q107032305,Cae-mawr,Cae-mawr,Cae-mawr,Cae-mawr,City and County of Swansea,human settlement
Q20586201,Cae'r Bont,Cae'r Bont,Cae'r-bont,Cae'r-bont,Powys,village
Q20586220,Cae'r Lan,Cae'r Lan,Cae'r-lan,Cae'r-lan,Powys,village
Q107032299,Cae’r-bryn,Cae’r-bryn,Cae’r-bryn,Cae’r-bryn,Carmarthenshire,village
Q3402570,Caeathro,Caeathro,Caeathro,Caeathro,Gwynedd,village
Q5016795,Caegarw,Caegarw,,,Rhondda Cynon Taf,village
Q5016799,Caego,Caego,,,Wrexham County Borough,village
Q107032303,Caeharris,Caeharris,Caeharris,Caeharris,Merthyr Tydfil County Borough,territory
Q5016796,Caehopkin,Caehopkin,Caehopkin,Caehopkin,Powys,village
Q5016816,Caemorgan,Caemorgan,,,Ceredigion,village
Q3404900,Caeo,Caio,Caeo,Caeo,Cynwyl Gaeo,village
Q13126468,Caer Beris,Caer Beris,Caer Beris,Caer Beris,Powys,tumulus
Q31063431,Caer Din,Caer Din,Caer Din,Caer Din,Powys,contour fort
Q107032308,Caer Du,Caer Du,Caer Du,Caer Du,Powys,artificial entity
Q13126470,Caer Estyn (bryngaer),Caer Estyn,Caer Estyn,Caer Estyn,Flintshire,contour fort
Q31065029,Caer Fawr,"Caer Fawr, Llanelwedd",Caer Fawr,Caer Fawr,Powys,promontory fort
Q20586576,Caer Hywel,Caerhywel,Caerhywel,Caerhywel,Powys,village
Q1010177,Caer-went,Caerwent,Caer-went,Caer-went,Monmouthshire,village
Q107032309,Caeraca,Caeraca,Caeraca,Caeraca,Merthyr Tydfil County Borough,human settlement
Q5016880,Caerau,Caerau,Caerau,Caerau,City and County of Cardiff,community
Q5016879,Caerau,Caerau,Caerau,Caerau,Bridgend County Borough,village
Q20575902,Caerau,Caerau,,,Anglesey,village
Q107032310,Caerau Park,Caerau Park,Caerau Park,Caerau Park,City of Newport,suburb
Q107032311,Caerdeon,Caerdeon,Caerdeon,Caerdeon,Gwynedd,territory
Q10690,Caerdydd,Cardiff,Caerdydd,Cardiff,City and County of Cardiff,capital city
Q107032312,Caereithin,Caereithin,Caereithin,Caereithin,City and County of Swansea,suburb
Q5016890,Caerfarchell,Caerfarchell,Caerfarchell,Caerfarchell,Pembrokeshire,hamlet
Q909119,Caerffili,Caerphilly,Caerffili,Caerphilly,Caerphilly County Borough,town
Q835835,Caerfyrddin,Carmarthen,Caerfyrddin,Carmarthen,Carmarthenshire,market town
Q5016892,Caergeiliog,Caergeiliog,Caergeiliog,Caergeiliog,Anglesey,village
Q2483466,Caergwrle,Caergwrle,Caergwrle,Caergwrle,Flintshire,village
Q257446,Caergybi,Holyhead,Caergybi,Holyhead,Holyhead,town
Q107032313,Caerhendy,Caerhendy,Caerhendy,Caerhendy,Neath Port Talbot County Borough,suburb
Q107032314,Caerhun,Caerhun,Caerhun,Caerhun,Gwynedd,village
Q3400184,Caerhun,Caerhun,Caerhun,Caerhun,Conwy County Borough,community
Q3397670,Caeriw,Carew,Caeriw,Carew,Pembrokeshire,village
Q1009261,Caerllion,Caerleon,Caerllion,Caerleon,City of Newport,village
Q107032315,Caermead,Caermead,Caermead,Caermead,Vale of Glamorgan,artificial entity
Q20586757,Caermeini,Caermeini,,,Pembrokeshire,hamlet
Q428829,Caernarfon,Caernarfon,Caernarfon,Caernarfon,Caernarfon,town
Q635169,Caersŵs,Caersws,Caersŵs,Caersŵs,Powys,village
Q5016937,Caerwedros,Caerwedros,Caerwedros,Caerwedros,Ceredigion,village
Q3401109,Caerwys,Caerwys,Caerwys,Caerwys,Flintshire,town
Q16029313,Cafnan,Cafnan,,,Anglesey,village
Q107032316,Caggle Street,Caggle Street,Caggle Street,Caggle Street,Monmouthshire,hamlet
Q16246117,Caim,Caim,Caim,Caim,Anglesey,hamlet
Q5018849,Calcoed,Calcoed,Calcoed,Calcoed,Flintshire,village
Q107032317,Caletwr,Caletwr,Caletwr,Caletwr,Gwynedd,territory
Q107032318,Camlan,Camlan,Camlan,Camlan,Gwynedd,territory
Q20587003,Camnant,Camnant,Camnant,Camnant,Powys,village
Q65296968,Camp Hill,Camp Hill,Camp Hill,Camp Hill,Pembrokeshire,hamlet
Q1939162,Camros,Camrose,Camros,Camros,Pembrokeshire,village
Q20587250,Cannon,Cannon,,,Powys,village
Q107032321,Cantref,Cantref,Cantref,Cantref,Monmouthshire,suburb
Q52158053,Cantref,Cantref,,,Powys,village
Q107032322,Capel,Capel,Capel,Capel,Carmarthenshire,suburb
Q3404518,Capel Bangor,Capel Bangor,Capel Bangor,Capel Bangor,Ceredigion,village
Q20587464,Capel Callwen,Capel Callwen,,,Powys,hamlet
Q5035229,Capel Coch,Capel Coch,Capel Coch,Capel Coch,Anglesey,village
Q17514364,Capel Colman,Capel Colman,,,Pembrokeshire,village
Q3400769,Capel Curig,Capel Curig,Capel Curig,Capel Curig,Conwy County Borough,village
Q11054093,Capel Cynon,Capel Cynon,Capel Cynon,Capel Cynon,Ceredigion,hamlet
Q5035231,"Capel Dewi, Aberystwyth","Capel Dewi, Aberystwyth",Capel Dewi,Capel Dewi,Ceredigion,village
Q5035234,"Capel Dewi, Llandysul","Capel Dewi, Llandysul",Capel Dewi,Capel Dewi,Ceredigion,village
Q5035233,"Capel Dewi, Sir Gaerfyrddin","Capel Dewi, Carmarthenshire",Capel Dewi,Capel Dewi,Carmarthenshire,village
Q648294,Capel Garmon,Capel Garmon,Capel Garmon,Capel Garmon,Conwy County Borough,village
Q5035236,Capel Gwyn,Capel Gwyn,Capel Gwyn,Capel Gwyn,Anglesey,hamlet
Q17485323,Capel Gwyn,Capel Gwyn,,,Carmarthenshire,village
Q13128899,Capel Gwynfe,Gwynfe,Capel Gwynfe,Capel Gwynfe,Carmarthenshire,hamlet
Q13126543,Capel Hendre,Capel Hendre,Capel Hendre,Capel Hendre,Carmarthenshire,village
Q13126547,Capel Isaac,Capel Isaac,Capel Isaac,Capel Isaac,Carmarthenshire,hamlet
Q20587498,Capel Isaf,Lower Chapel,Capel Isaf,Lower Chapel,Powys,village
Q13126548,Capel Iwan,Capel Iwan,Capel Iwan,Capel Iwan,Carmarthenshire,village
Q107032323,Capel Llanilltern,Capel Llanilltern,Capel Llanilltern,Capel Llanilltern,Vale of Glamorgan,village
Q107032324,Capel Madog,Capel Madog,Capel Madog,Capel Madog,Ceredigion,territory
Q16031511,Capel Mawr,Capel Mawr,Capel Mawr,Capel Mawr,Anglesey,hamlet
Q20587503,Capel Nantddu,Capel Nantddu,,,Powys,hamlet
Q16037024,Capel Parc,Capel Parc,Capel Parc,Capel Parc,Anglesey,hamlet
Q14508473,Capel Seion,Capel Seion,Capel Seion,Capel Seion,Ceredigion,village
Q13126551,"Capel Seion, Cwm Gwendraeth",Capel Seion,Capel Seion,Capel Seion,Carmarthenshire,village
Q15987461,Capel Tygwydd,Capel Tygwydd,Capel Tygwydd,Capel Tygwydd,Ceredigion,hamlet
Q107032325,Capel Uchaf,Capel Uchaf,Capel Uchaf,Capel Uchaf,Gwynedd,hamlet
Q7898558,Capel Uchaf,Upper Chapel,Capel Uchaf,Upper Chapel,Powys,village
Q107032326,Capel Ulo,Capel Ulo,Capel Ulo,Capel Ulo,Conwy County Borough,village
Q990117,Capel-y-ffin,Capel-y-ffin,Capel-y-ffin,Capel-y-ffin,Powys,hamlet
Q20587563,Capelnewydd,Newchapel,Capel Newydd,Newchapel,Manordeifi,village
Q20587597,Caradog,Caradog,,,Powys,village
Q107032328,Carcwm,Carcwm,Carcwm,Carcwm,Powys,landform
Q5043237,Carmel,Carmel,Carmel,Carmel,Anglesey,village
Q20587706,Carmel,Carmel,Carmel,Carmel,Powys,village
Q5043241,Carmel,Carmel,Carmel,Carmel,Flintshire,village
Q5043238,Carmel,"Carmel, Carmarthenshire",Carmel,Carmel,Carmarthenshire,village
Q302496,"Carmel, Gwynedd",Carmel,Carmel,Carmel,Gwynedd,village
Q20588216,"Carn Owen, Cerrig yr Hafan",Carn Owen,Carn Owen,Carn Owen,Ceredigion,archaeological site
Q107032329,Carn Ricet,Carn Ricet,Carn Ricet,Carn Ricet,Powys,artificial entity
Q107032330,Carn y Castell,Carn y Castell,Carn y Castell,Carn y Castell,Powys,artificial entity
Q107032331,Carn-glas,Carn-glas,Carn-glas,Carn-glas,City and County of Swansea,suburb
Q20588263,Carn-y-Geifr,Carn y Geifr,Carn y Geifr,Carn y Geifr,Powys,round cairn
Q20589266,Carnedd,Carnedd,Carnedd,Carnedd,Powys,village
Q20589044,Carnedd gron Penrhiwllwydog,Carn Penrhiwllwydog,Carn Penrhiwllwydog,Carn Penrhiwllwydog,Ceredigion,archaeological site
Q24636647,Carnedd Wen,Carnedd Wen,Carnedd Wen,Carnedd Wen,Powys,summit
